age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
30,2. Black,3. College Grad,104.9215065,94941,2900,3500,12590.58078,527.2727273,7.25
49,1. White,2. Some College,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
33,1. White,4. Master's Deg,136.1577108,94105,3500,5000,16338.9253,636.3636364,8.75
31,1. White,2. Some College,81.28325328,94107,3250,4750,9753.990394,590.9090909,8.125
35,3. Asian,2. Some College,68.50868966,94040,3600,4500,8221.042759,654.5454545,9
55,3. Asian,2. Some College,81.28325328,95012,1900,2500,9753.990394,345.4545455,4.75
36,3. Asian,2. Some College,114.4757133,94941,2900,3500,13737.0856,527.2727273,7.25
37,3. Asian,2. Some College,118.0197533,94107,3250,4750,14162.3704,590.9090909,8.125
33,3. Asian,2. Some College,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
48,3. Asian,2. Some College,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
47,3. Asian,3. College Grad,118.8843593,95012,1900,2500,14266.12312,345.4545455,4.75
60,3. Asian,3. College Grad,123.0896998,94941,2900,3500,14770.76398,527.2727273,7.25
28,3. Asian,4. Master's Deg,109.8339856,94089,2800,3400,13180.07827,509.0909091,7
28,3. Asian,3. College Grad,102.8702469,94089,2800,3400,12344.42963,509.0909091,7
48,3. Asian,4. Master's Deg,163.515864,94105,3500,5000,19621.90368,636.3636364,8.75
29,3. Asian,5. Advanced Degree,117.1468169,94602,2600,3700,14057.61803,472.7272727,6.5
40,3. Asian,2. Some College,92.30006143,94941,2900,3500,11076.00737,527.2727273,7.25
32,3. Asian,5. Advanced Degree,100.0134869,94022,3100,4300,12001.61843,563.6363636,7.75
33,3. Asian,2. Some College,55.06972842,94022,3100,4300,6608.36741,563.6363636,7.75
40,3. Asian,2. Some College,101.8243521,94924,2800,3800,12218.92225,509.0909091,7
42,3. Asian,3. College Grad,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
36,3. Asian,2. Some College,115.3750386,94924,2800,3800,13845.00463,509.0909091,7
39,2. Black,2. Some College,73.77574327,94040,3600,4500,8853.089192,654.5454545,9
44,1. White,1. PhD,267.9010869,94941,2900,3500,32148.13043,527.2727273,7.25
43,1. White,2. Some College,129.4536446,94040,3600,4500,15534.43735,654.5454545,9
44,1. White,2. Some College,96.37065283,94040,3600,4500,11564.47834,654.5454545,9
29,3. Asian,5. Advanced Degree,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
49,2. Black,3. College Grad,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
47,2. Black,3. College Grad,130.9821774,94924,2800,3800,15717.86129,509.0909091,7
46,3. Asian,5. Advanced Degree,190.5476786,94924,2800,3800,22865.72143,509.0909091,7
41,1. White,2. Some College,118.0197533,95012,1900,2500,14162.3704,345.4545455,4.75
52,1. White,2. Some College,79.85490031,95012,1900,2500,9582.588037,345.4545455,4.75
43,1. White,2. Some College,72.4793163,95012,1900,2500,8697.517956,345.4545455,4.75
38,1. White,5. Advanced Degree,148.4131591,94924,2800,3800,17809.57909,509.0909091,7
42,1. White,3. College Grad,74.4446382,94941,2900,3500,8933.356584,527.2727273,7.25
56,2. Black,4. Master's Deg,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
39,1. White,2. Some College,128.6804882,94107,3250,4750,15441.65858,590.9090909,8.125
29,2. Black,3. College Grad,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
33,1. White,1. PhD,267.9010869,95012,1900,2500,32148.13043,345.4545455,4.75
33,1. White,2. Some College,104.9215065,94924,2800,3800,12590.58078,509.0909091,7
41,1. White,2. Some College,92.89584479,95012,1900,2500,11147.50137,345.4545455,4.75
44,2. Black,2. Some College,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
45,1. White,5. Advanced Degree,200.5432623,94107,3250,4750,24065.19148,590.9090909,8.125
58,1. White,2. Some College,102.8702469,94924,2800,3800,12344.42963,509.0909091,7
29,1. White,3. College Grad,102.8702469,94040,3600,4500,12344.42963,654.5454545,9
42,1. White,2. Some College,65.11085372,94941,2900,3500,7813.302446,527.2727273,7.25
68,1. White,2. Some College,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
47,1. White,5. Advanced Degree,127.1157438,94924,2800,3800,15253.88926,509.0909091,7
30,2. Black,4. Master's Deg,94.07271475,94941,2900,3500,11288.72577,527.2727273,7.25
39,1. White,2. Some College,67.86252341,95012,1900,2500,8143.502809,345.4545455,4.75
42,1. White,4. Master's Deg,125.5254984,94924,2800,3800,15063.05981,509.0909091,7
49,1. White,3. College Grad,165.2087738,94107,3250,4750,19825.05286,590.9090909,8.125
36,1. White,2. Some College,81.28325328,94924,2800,3800,9753.990394,509.0909091,7
44,3. Asian,2. Some College,112.6488963,95012,1900,2500,13517.86756,345.4545455,4.75
54,1. White,2. Some College,76.89360252,94941,2900,3500,9227.232302,527.2727273,7.25
42,1. White,2. Some College,75.04315402,95012,1900,2500,9005.178482,345.4545455,4.75
39,1. White,4. Master's Deg,128.6804882,94040,3600,4500,15441.65858,654.5454545,9
30,3. Asian,2. Some College,59.09706408,94924,2800,3800,7091.64769,509.0909091,7
33,2. Black,2. Some College,63.7733912,94107,3250,4750,7652.806944,590.9090909,8.125
28,1. White,2. Some College,84.04595765,94107,3250,4750,10085.51492,590.9090909,8.125
38,1. White,2. Some College,93.93718158,94941,2900,3500,11272.46179,527.2727273,7.25
30,4. Other,3. College Grad,82.6796373,95012,1900,2500,9921.556476,345.4545455,4.75
25,1. White,5. Advanced Degree,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
52,2. Black,2. Some College,81.28325328,94040,3600,4500,9753.990394,654.5454545,9
26,1. White,2. Some College,66.96164432,94040,3600,4500,8035.397318,654.5454545,9
54,1. White,4. Master's Deg,166.3249412,95012,1900,2500,19958.99294,345.4545455,4.75
62,1. White,4. Master's Deg,99.6894637,94924,2800,3800,11962.73564,509.0909091,7
57,3. Asian,5. Advanced Degree,141.7751723,94107,3250,4750,17013.02068,590.9090909,8.125
32,3. Asian,4. Master's Deg,143.1349408,94107,3250,4750,17176.1929,590.9090909,8.125
60,3. Asian,2. Some College,35.03342132,94924,2800,3800,4204.010558,509.0909091,7
40,3. Asian,4. Master's Deg,109.8339856,95012,1900,2500,13180.07827,345.4545455,4.75
49,3. Asian,2. Some College,111.0144055,94040,3600,4500,13321.72866,654.5454545,9
54,3. Asian,4. Master's Deg,132.4878211,94924,2800,3800,15898.53853,509.0909091,7
48,3. Asian,5. Advanced Degree,148.4131591,94924,2800,3800,17809.57909,509.0909091,7
35,3. Asian,2. Some College,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
46,3. Asian,2. Some College,143.6997101,94941,2900,3500,17243.96521,527.2727273,7.25
42,3. Asian,2. Some College,99.6894637,94924,2800,3800,11962.73564,509.0909091,7
58,3. Asian,4. Master's Deg,272.2947832,94040,3600,4500,32675.37398,654.5454545,9
30,3. Asian,4. Master's Deg,200.5432623,94924,2800,3800,24065.19148,509.0909091,7
27,3. Asian,2. Some College,85.38658902,94040,3600,4500,10246.39068,654.5454545,9
55,3. Asian,2. Some College,109.8339856,94924,2800,3800,13180.07827,509.0909091,7
50,3. Asian,2. Some College,61.05242105,94040,3600,4500,7326.290526,654.5454545,9
55,3. Asian,2. Some College,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
40,3. Asian,3. College Grad,145.8051634,94941,2900,3500,17496.61961,527.2727273,7.25
32,1. White,2. Some College,112.6488963,95012,1900,2500,13517.86756,345.4545455,4.75
27,1. White,2. Some College,106.9218141,95012,1900,2500,12830.61769,345.4545455,4.75
49,1. White,3. College Grad,106.9218141,95012,1900,2500,12830.61769,345.4545455,4.75
50,1. White,4. Master's Deg,127.1157438,94040,3600,4500,15253.88926,654.5454545,9
50,1. White,2. Some College,87.98103279,95012,1900,2500,10557.72393,345.4545455,4.75
44,1. White,5. Advanced Degree,144.4780877,94941,2900,3500,17337.37052,527.2727273,7.25
57,3. Asian,5. Advanced Degree,160.409702,94040,3600,4500,19249.16424,654.5454545,9
72,2. Black,5. Advanced Degree,87.98103279,94941,2900,3500,10557.72393,527.2727273,7.25
23,1. White,2. Some College,65.11085372,94924,2800,3800,7813.302446,509.0909091,7
31,1. White,5. Advanced Degree,176.9896505,94107,3250,4750,21238.75806,590.9090909,8.125
36,1. White,2. Some College,54.59815003,94941,2900,3500,6551.778004,527.2727273,7.25
63,2. Black,3. College Grad,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
48,1. White,2. Some College,81.69842172,94107,3250,4750,9803.810606,590.9090909,8.125
46,1. White,4. Master's Deg,114.4757133,94941,2900,3500,13737.0856,527.2727273,7.25
55,1. White,4. Master's Deg,142.6344728,94924,2800,3800,17116.13674,509.0909091,7
44,1. White,5. Advanced Degree,160.6424754,94040,3600,4500,19277.09705,654.5454545,9
44,1. White,3. College Grad,94.07271475,94941,2900,3500,11288.72577,527.2727273,7.25
32,4. Other,2. Some College,54.59815003,94107,3250,4750,6551.778004,590.9090909,8.125
60,1. White,2. Some College,73.77574327,94924,2800,3800,8853.089192,509.0909091,7
42,1. White,5. Advanced Degree,160.6424754,94941,2900,3500,19277.09705,527.2727273,7.25
48,2. Black,5. Advanced Degree,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
36,1. White,2. Some College,87.98230643,94107,3250,4750,10557.87677,590.9090909,8.125
31,1. White,2. Some College,101.8243521,94107,3250,4750,12218.92225,590.9090909,8.125
54,1. White,2. Some College,111.7208494,94924,2800,3800,13406.50193,509.0909091,7
29,1. White,3. College Grad,106.9218141,94924,2800,3800,12830.61769,509.0909091,7
46,1. White,3. College Grad,126.3238807,94040,3600,4500,15158.86568,654.5454545,9
35,1. White,2. Some College,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
50,1. White,2. Some College,92.89584479,94924,2800,3800,11147.50137,509.0909091,7
25,1. White,3. College Grad,54.59815003,94924,2800,3800,6551.778004,509.0909091,7
33,1. White,3. College Grad,96.37065283,94107,3250,4750,11564.47834,590.9090909,8.125
34,1. White,2. Some College,114.4757133,94924,2800,3800,13737.0856,509.0909091,7
51,2. Black,2. Some College,94.07271475,94924,2800,3800,11288.72577,509.0909091,7
33,1. White,2. Some College,95.23071257,94040,3600,4500,11427.68551,654.5454545,9
59,1. White,3. College Grad,139.0034081,94924,2800,3800,16680.40897,509.0909091,7
62,2. Black,2. Some College,81.28325328,94040,3600,4500,9753.990394,654.5454545,9
28,1. White,2. Some College,94.07271475,94107,3250,4750,11288.72577,590.9090909,8.125
40,1. White,3. College Grad,87.98103279,94924,2800,3800,10557.72393,509.0909091,7
52,1. White,5. Advanced Degree,138.2991269,94040,3600,4500,16595.89523,654.5454545,9
29,1. White,2. Some College,89.49247952,94924,2800,3800,10739.09754,509.0909091,7
34,1. White,2. Some College,92.89584479,94040,3600,4500,11147.50137,654.5454545,9
25,1. White,2. Some College,54.59815003,95012,1900,2500,6551.778004,345.4545455,4.75
66,1. White,4. Master's Deg,94.07271475,94924,2800,3800,11288.72577,509.0909091,7
43,1. White,2. Some College,68.74808773,94040,3600,4500,8249.770528,654.5454545,9
45,2. Black,2. Some College,92.89584479,94941,2900,3500,11147.50137,527.2727273,7.25
35,1. White,5. Advanced Degree,114.4757133,94924,2800,3800,13737.0856,509.0909091,7
43,1. White,2. Some College,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
49,1. White,4. Master's Deg,109.8339856,94924,2800,3800,13180.07827,509.0909091,7
60,2. Black,2. Some College,77.04520085,94040,3600,4500,9245.424102,654.5454545,9
46,1. White,2. Some College,94.07271475,94040,3600,4500,11288.72577,654.5454545,9
55,1. White,2. Some College,101.8243521,94924,2800,3800,12218.92225,509.0909091,7
32,1. White,3. College Grad,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
53,1. White,2. Some College,133.2323508,94941,2900,3500,15987.8821,527.2727273,7.25
57,1. White,4. Master's Deg,157.1035043,94107,3250,4750,18852.42052,590.9090909,8.125
51,1. White,1. PhD,281.7459706,94040,3600,4500,33809.51647,654.5454545,9
59,1. White,5. Advanced Degree,182.020621,94107,3250,4750,21842.47452,590.9090909,8.125
45,1. White,3. College Grad,119.0992348,94941,2900,3500,14291.90818,527.2727273,7.25
56,1. White,2. Some College,71.68674367,94924,2800,3800,8602.40924,509.0909091,7
30,1. White,2. Some College,85.38394038,95012,1900,2500,10246.07285,345.4545455,4.75
21,1. White,2. Some College,72.15045568,94040,3600,4500,8658.054682,654.5454545,9
60,1. White,4. Master's Deg,138.2991269,94924,2800,3800,16595.89523,509.0909091,7
60,1. White,2. Some College,101.8243521,94924,2800,3800,12218.92225,509.0909091,7
48,1. White,2. Some College,109.8339856,94040,3600,4500,13180.07827,654.5454545,9
39,1. White,4. Master's Deg,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
32,1. White,3. College Grad,115.3750386,95012,1900,2500,13845.00463,345.4545455,4.75
51,2. Black,5. Advanced Degree,191.5736835,94924,2800,3800,22988.84202,509.0909091,7
47,1. White,4. Master's Deg,86.69515483,94924,2800,3800,10403.41858,509.0909091,7
44,3. Asian,2. Some College,75.8522372,94924,2800,3800,9102.268464,509.0909091,7
46,3. Asian,2. Some College,166.3249412,94924,2800,3800,19958.99294,509.0909091,7
28,3. Asian,4. Master's Deg,56.90553914,94924,2800,3800,6828.664697,509.0909091,7
24,3. Asian,4. Master's Deg,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
37,3. Asian,2. Some College,92.89584479,94941,2900,3500,11147.50137,527.2727273,7.25
31,3. Asian,2. Some College,99.6894637,94107,3250,4750,11962.73564,590.9090909,8.125
72,3. Asian,2. Some College,92.89584479,94924,2800,3800,11147.50137,509.0909091,7
50,3. Asian,3. College Grad,101.8243521,94924,2800,3800,12218.92225,509.0909091,7
36,3. Asian,3. College Grad,145.1436012,94941,2900,3500,17417.23214,527.2727273,7.25
27,2. Black,2. Some College,76.89360252,95012,1900,2500,9227.232302,345.4545455,4.75
27,1. White,3. College Grad,90.48191336,94941,2900,3500,10857.8296,527.2727273,7.25
41,1. White,4. Master's Deg,127.1157438,94107,3250,4750,15253.88926,590.9090909,8.125
20,1. White,3. College Grad,82.6796373,94107,3250,4750,9921.556476,590.9090909,8.125
49,2. Black,2. Some College,99.6894637,95012,1900,2500,11962.73564,345.4545455,4.75
25,1. White,2. Some College,64.15923257,95012,1900,2500,7699.107908,345.4545455,4.75
41,3. Asian,2. Some College,89.49247952,94040,3600,4500,10739.09754,654.5454545,9
53,1. White,2. Some College,87.98103279,94924,2800,3800,10557.72393,509.0909091,7
45,1. White,4. Master's Deg,127.1157438,94107,3250,4750,15253.88926,590.9090909,8.125
32,1. White,2. Some College,66.96164432,94107,3250,4750,8035.397318,590.9090909,8.125
47,1. White,3. College Grad,148.4131591,95012,1900,2500,17809.57909,345.4545455,4.75
26,1. White,2. Some College,123.0896998,94040,3600,4500,14770.76398,654.5454545,9
31,2. Black,3. College Grad,133.2323508,94941,2900,3500,15987.8821,527.2727273,7.25
32,3. Asian,5. Advanced Degree,118.8843593,95012,1900,2500,14266.12312,345.4545455,4.75
50,3. Asian,5. Advanced Degree,120.1661196,94924,2800,3800,14419.93435,509.0909091,7
46,3. Asian,2. Some College,115.3750386,94924,2800,3800,13845.00463,509.0909091,7
47,3. Asian,5. Advanced Degree,112.6488963,94040,3600,4500,13517.86756,654.5454545,9
55,3. Asian,3. College Grad,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
49,3. Asian,4. Master's Deg,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
25,3. Asian,2. Some College,61.18752643,94107,3250,4750,7342.503172,590.9090909,8.125
60,3. Asian,2. Some College,95.68881191,94107,3250,4750,11482.65743,590.9090909,8.125
62,3. Asian,2. Some College,89.24288466,95012,1900,2500,10709.14616,345.4545455,4.75
63,2. Black,2. Some College,127.901233,95012,1900,2500,15348.14796,345.4545455,4.75
31,1. White,5. Advanced Degree,128.6804882,95012,1900,2500,15441.65858,345.4545455,4.75
29,1. White,4. Master's Deg,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
51,1. White,2. Some College,114.4757133,94107,3250,4750,13737.0856,590.9090909,8.125
28,3. Asian,2. Some College,76.12969964,94924,2800,3800,9135.563957,509.0909091,7
36,3. Asian,3. College Grad,123.0896998,94924,2800,3800,14770.76398,509.0909091,7
28,3. Asian,3. College Grad,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
38,3. Asian,4. Master's Deg,102.8702469,94107,3250,4750,12344.42963,590.9090909,8.125
35,3. Asian,3. College Grad,96.37065283,95012,1900,2500,11564.47834,345.4545455,4.75
46,3. Asian,3. College Grad,117.1468169,95012,1900,2500,14057.61803,345.4545455,4.75
37,3. Asian,3. College Grad,90.48191336,94924,2800,3800,10857.8296,509.0909091,7
41,2. Black,3. College Grad,104.9215065,94107,3250,4750,12590.58078,590.9090909,8.125
59,2. Black,3. College Grad,73.77574327,94040,3600,4500,8853.089192,654.5454545,9
51,1. White,3. College Grad,107.9039239,94107,3250,4750,12948.47087,590.9090909,8.125
26,2. Black,2. Some College,99.6894637,94040,3600,4500,11962.73564,654.5454545,9
34,2. Black,3. College Grad,60.15412466,94107,3250,4750,7218.494959,590.9090909,8.125
32,3. Asian,2. Some College,123.0896998,94107,3250,4750,14770.76398,590.9090909,8.125
23,3. Asian,3. College Grad,81.28325328,95012,1900,2500,9753.990394,345.4545455,4.75
50,3. Asian,2. Some College,143.1349408,94040,3600,4500,17176.1929,654.5454545,9
25,3. Asian,2. Some College,69.09818381,94040,3600,4500,8291.782057,654.5454545,9
43,3. Asian,2. Some College,78.98167452,94924,2800,3800,9477.800942,509.0909091,7
36,2. Black,3. College Grad,128.6804882,94924,2800,3800,15441.65858,509.0909091,7
50,1. White,2. Some College,54.59815003,94924,2800,3800,6551.778004,509.0909091,7
34,2. Black,2. Some College,134.7053751,95012,1900,2500,16164.64501,345.4545455,4.75
34,1. White,2. Some College,104.9215065,94107,3250,4750,12590.58078,590.9090909,8.125
55,3. Asian,5. Advanced Degree,277.6014175,94924,2800,3800,33312.1701,509.0909091,7
39,2. Black,2. Some College,78.21457569,94941,2900,3500,9385.749083,527.2727273,7.25
40,1. White,2. Some College,82.6796373,94040,3600,4500,9921.556476,654.5454545,9
32,1. White,3. College Grad,117.1468169,94941,2900,3500,14057.61803,527.2727273,7.25
63,1. White,2. Some College,118.8843593,94924,2800,3800,14266.12312,509.0909091,7
38,1. White,2. Some College,109.8339856,94107,3250,4750,13180.07827,590.9090909,8.125
67,3. Asian,2. Some College,59.09706408,94924,2800,3800,7091.64769,509.0909091,7
39,1. White,2. Some College,116.2653241,94941,2900,3500,13951.83889,527.2727273,7.25
31,3. Asian,2. Some College,61.18752643,94924,2800,3800,7342.503172,509.0909091,7
41,1. White,3. College Grad,114.4757133,94924,2800,3800,13737.0856,509.0909091,7
47,1. White,2. Some College,78.3924668,95012,1900,2500,9407.096016,345.4545455,4.75
61,1. White,2. Some College,122.2636739,94924,2800,3800,14671.64087,509.0909091,7
61,1. White,5. Advanced Degree,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
